Id,Name,Type,Address
8994df20-08bc-411e-b6fc-01062bd6c146,이디야 강서9호점,이디야,서울 송파구 27길 96
360e7085-e292-472e-b151-e1f62da8e522,쥬씨 강서10호점,쥬씨,시흥 정왕동 23길 59
dab5f5e2-c56d-4e37-8912-118e5c3dd8bb,요거프레소 석관1호점,요거프레소,서울 관악구 27대로 52
70071fa4-4aad-45a9-bd18-c7a8d0cc574f,스타벅스 홍대1호점,스타벅스,울산 동구 63로 45
a5a632f7-04b6-499a-9a96-617e7dbe4180,메가커피 합정10호점,메가커피,울산 동구 44로 88
570da7ba-65e0-4c7b-be3d-6a7b2eb8a6fa,폴 바셋 강서9호점,폴 바셋,부산 수영구 52로 18
4efe4051-8397-460c-8e8a-cdd8bd7ab704,요거프레소 신촌9호점,요거프레소,울산 동구 99로 24
d227aa37-176a-4763-b4b6-a125ade4f6f5,더벤티 잠실10호점,더벤티,서울 송파구 85로 79
f1ee1b74-5680-4066-af5c-02807ace0e8d,메가커피 강서1호점,메가커피,서울 송파구 67길 45
119a72cf-3f1b-4495-8f8c-813b3d7f89a9,이디야 잠실2호점,이디야,서울 송파구 51길 40
746fd9e8-869b-4892-8a09-221f7e1bce68,쥬씨 북촌1호점,쥬씨,울산 동구 52로 91
bf2ffc36-6e9b-47e2-8c7f-5c532ea9a041,쥬씨 신촌9호점,쥬씨,대전 유성구 69대로 47
bec736b4-14fc-4247-9bad-be55f40d716a,컴포즈커피 성수4호점,컴포즈커피,울산 동구 17로 26
26afbcdb-5b0e-4c74-95bd-df2540904c06,폴 바셋 홍대6호점,폴 바셋,시흥 정왕동 61대로 12
44a5527a-5a0e-4028-9fb8-728efac65489,메가커피 합정1호점,메가커피,서울 송파구 2대로 32
b480966b-fc01-465d-8a09-f263d95cf85e,쥬씨 북촌1호점,쥬씨,울산 동구 35대로 82
e3b44dca-2750-48c2-8110-2a8b247795d4,빽다방 석관1호점,빽다방,대전 유성구 72로 46
0f1bed6e-ee95-4fbb-99cd-107863898f55,요거프레소 석관6호점,요거프레소,서울 송파구 90길 6
4256d1b5-7cce-4ccb-a06b-85ec23c2ac87,이디야 합정6호점,이디야,부산 수영구 29로 65
25a2f209-b425-42b4-a612-531a3edc6dc8,메가커피 북촌6호점,메가커피,서울 송파구 53로 58
e61346e7-1fe3-44ed-9a06-7f749cc54c19,스타벅스 석관5호점,스타벅스,시흥 정왕동 91로 56
e616b520-8a9f-4f0e-b34a-ad125ce92a6e,이디야 합정6호점,이디야,울산 동구 24로 95
aebbbc33-0e8d-42a3-b1f8-f181d9c29065,투썸플레이스 합정5호점,투썸플레이스,서울 관악구 20대로 19
f391bd99-da46-4d6d-9b19-8b8c5fd13424,더벤티 성수10호점,더벤티,부산 수영구 2로 61
975f2984-f439-4802-81a7-6aed27b8da12,폴 바셋 석관6호점,폴 바셋,시흥 정왕동 75대로 59
a35d29f9-8339-4d18-ba7b-4ed14821507f,컴포즈커피 홍대6호점,컴포즈커피,대전 유성구 38대로 10
47e3854e-a7b1-4365-8260-4c3aacb40308,메가커피 서촌3호점,메가커피,인천 부평구 55로 52
269dd506-bbd1-4260-9f3b-7634dc1222ff,요거프레소 강서9호점,요거프레소,울산 동구 52대로 21
b0159beb-d2fb-4d94-80dc-afa2bc2afa46,스타벅스 합정9호점,스타벅스,부산 수영구 35길 70
3faeaa31-1686-4715-8126-0b77d4654362,컴포즈커피 홍대2호점,컴포즈커피,대전 유성구 46로 21
be8886dd-8177-4ca1-a6ab-a6437b6ddff2,컴포즈커피 강서8호점,컴포즈커피,부산 수영구 5로 83
1e511ce4-ea9a-455b-974f-ccd3b2972043,이디야 서촌6호점,이디야,인천 부평구 49길 28
e2761942-93cb-431a-95a0-8d0c1ddd49ed,더벤티 석관9호점,더벤티,시흥 정왕동 53길 47
f72b1916-e47b-4a84-aeea-3e6a66f324d8,메가커피 홍대9호점,메가커피,대전 유성구 29대로 45
4ddb27d2-92b3-4f4a-a489-180f1dc9715b,메가커피 홍대9호점,메가커피,부산 수영구 73길 71
ce5674cc-e182-4a7a-b69f-e574eceb4e8e,요거프레소 북촌9호점,요거프레소,시흥 정왕동 91로 71
5e1f9cf0-3cff-4502-a435-68f5f1c11c7b,요거프레소 서촌8호점,요거프레소,인천 부평구 58길 59
dbac36b0-85a1-42fc-8a24-19710542c43a,스타벅스 신촌7호점,스타벅스,부산 수영구 17대로 59
841d2c73-edbe-4e54-8623-7f38324522b6,폴 바셋 신촌10호점,폴 바셋,대전 유성구 87대로 31
b03cfa1f-b110-458a-b8a3-98a5edef2903,스타벅스 석관8호점,스타벅스,부산 수영구 8길 60
3fa9ec82-c0b8-47af-b58d-ed5b4730f072,폴 바셋 신촌5호점,폴 바셋,서울 송파구 52길 95
952c1e11-1363-494c-917b-3cd27f6f8efd,요거프레소 합정6호점,요거프레소,울산 동구 41로 91
f745ef1e-f038-4c48-8b60-8857d596b6c3,컴포즈커피 서촌8호점,컴포즈커피,인천 부평구 100대로 67
d371b9af-4a2a-45fe-88cf-d63d7e2513de,투썸플레이스 홍대7호점,투썸플레이스,부산 수영구 22대로 61
204d644b-82ad-4c80-a002-3a9bd5eb3e0f,컴포즈커피 합정8호점,컴포즈커피,서울 관악구 2대로 28
9c1d27a8-e238-4e67-910e-5fd4221552f9,폴 바셋 석관8호점,폴 바셋,대전 유성구 42로 33
c4b62081-6736-49e8-9757-e6d3fd682947,더벤티 강서7호점,더벤티,대전 유성구 56대로 50
c04d855d-4466-4b83-921a-925e00c8905e,폴 바셋 북촌6호점,폴 바셋,시흥 정왕동 15길 11
d76bce05-ad6c-4aaf-81cc-379901c2784a,폴 바셋 강서8호점,폴 바셋,대전 유성구 24길 67
63c2adfc-f0c0-42f8-b230-7ef234ceea07,투썸플레이스 홍대6호점,투썸플레이스,인천 부평구 1길 54
c99befcd-3001-421b-a226-5e40bf6fd964,스타벅스 서촌7호점,스타벅스,서울 관악구 53로 29
aae4300c-7208-4d0a-8974-e11e73107183,이디야 석관5호점,이디야,서울 송파구 37대로 47
1c2bd089-4b7c-4129-af56-2c50c68e9211,쥬씨 북촌8호점,쥬씨,서울 관악구 81로 38
9fc002b5-7af9-41e8-93b3-acff8702ca6f,요거프레소 북촌2호점,요거프레소,대전 유성구 72대로 55
82feaf2f-52c3-4636-bfd0-58d954ba56d5,더벤티 잠실8호점,더벤티,부산 수영구 62대로 68
f3724160-a0cf-4161-bb37-a2d8ed09f704,폴 바셋 합정3호점,폴 바셋,울산 동구 54길 21
e7ed7918-3f45-452b-9b47-da1f771525f3,스타벅스 북촌1호점,스타벅스,서울 송파구 96로 71
5e53c239-18d6-41c6-88d0-094a50289c52,폴 바셋 강서1호점,폴 바셋,시흥 정왕동 75길 23
848a7883-e6b2-4b43-adc1-3e1e6b38d5f8,빽다방 강서9호점,빽다방,서울 관악구 28로 98
4a354cba-8c0d-4673-88e6-a9665e95f050,컴포즈커피 홍대8호점,컴포즈커피,부산 수영구 16로 43
9fdbb40a-20c8-4428-af48-a393a6d23ace,메가커피 성수7호점,메가커피,울산 동구 75길 5
35a31a2c-b197-4a21-97ed-49171a1a462d,폴 바셋 성수5호점,폴 바셋,서울 관악구 54대로 42
d7e40dd2-4584-48be-ac06-a70d13866b68,컴포즈커피 홍대5호점,컴포즈커피,울산 동구 2로 18
878b2265-71a5-4d2c-9974-d0b4a033b7f5,이디야 성수2호점,이디야,서울 관악구 71로 24
371a3089-5671-4cce-8cc3-8cfb436ecc89,요거프레소 신촌9호점,요거프레소,울산 동구 45로 52
542fda03-f160-4a8a-8ea2-7cd1c1fc2125,메가커피 서촌1호점,메가커피,서울 관악구 13길 76
65884024-fc52-4a52-b7f3-4cd067dcc445,이디야 북촌5호점,이디야,시흥 정왕동 93로 13
f5865e60-d6b6-45c3-8b9e-ee1019eb62c0,스타벅스 북촌10호점,스타벅스,서울 송파구 91대로 84
c0d33095-7cc8-4633-a48c-728e2c0c5ecd,요거프레소 석관9호점,요거프레소,서울 관악구 38로 1
68d6b32a-3216-4139-b533-dc21edc141ca,빽다방 합정10호점,빽다방,시흥 정왕동 41로 12
5153e550-7534-4633-8258-b8e0e805699b,요거프레소 성수7호점,요거프레소,인천 부평구 44대로 74
a67111ba-fa66-4759-bdea-0f0c14764054,컴포즈커피 서촌10호점,컴포즈커피,서울 송파구 22로 74
1f7cf552-3fc4-41c0-ac20-67b48791f856,스타벅스 홍대2호점,스타벅스,서울 송파구 37길 45
